id_vendedor,nome_vendedor,prefixo_cep,cidade,estado
04308b1ee57b6625f47df1d56f00eedf,João Miguel Borges,88215,BOMBINHAS,SC
0432ead42b6c8a0bdf68154add917fdf,Nathan Pires,9320,MAUA,SP
044668ccd5316b12a7cf0d54a156e3e9,Dr. Cauã da Rosa,6016,OSASCO,SP
04843805947f0fc584fc1969b6e50fe7,Sra. Mariah Rezende,93900,IVOTI,RS
048c2757535328e0d7dac690ad3c0aae,Srta. Clarice Cassiano,14406,FRANCA,SP
04aa0a1c5ce6b222003403a3e11c3cc0,Kamilly Gomes,13150,COSMOPOLIS,SP
04aba03279157f6d4e0fe8ccaf21963c,Luigi Garcia,28470,SANTO ANTONIO DE PADUA,RJ
04e38a233f726ef161074ab1c9b0399a,Isabelly Alves,1239,SAO PAULO,SP
04ee0ec01589969663ba5967c0e0bdc0,Isis da Luz,95910,LAJEADO,RS
04fdea0c111866e6cf812f1570d6b5bd,Alexia Castro,8411,SAO PAULO,SP
0509040ea3fe50071181bbc359eb7738,Maria Julia Santos,31710,BELO HORIZONTE,MG
052577151711aec5c744fe12e66db3e1,Sra. Joana Peixoto,89136,RODEIO,SC
054694fa03fe82cec4b7551487331d74,Enzo Moraes,15840,ITAJOBI,SP
056b4ada5bbc2c50cc7842547dda6b51,Aylla Lopes,26379,QUEIMADOS,RJ
0570350b23eda5444f8d1d9544932058,Emanuel Dias,5104,SAO PAULO,SP
05730013efda596306417c3b09302475,Cauê Cavalcanti,88813,CRICIUMA,SC
058cb5aeb36d7c0fcae20fc85d5e0a59,Vitor Hugo Camargo,21635,RIO DE JANEIRO,RJ
058fd0aa2bfdb2274e05e1ae971dabb6,Nina Marques,9020,SANTO ANDRE,SP
05a48cc8859962767935ab9087417fbb,Maria Alice Azevedo,5372,SAO PAULO,SP
05a940b4ecae36cadfd8e93bd9c43257,Yan Fogaça,74305,GOIANIA,GO
05aebce0b5c8f0d41b29b686f2d05fd3,Davi Lucca Silva,3962,SAO PAULO,SP
05ca864204d09595ae591b93ea9cf93d,Daniel Fogaça,6465,BARUERI,SP
05d2173d43ea568aa0540eba70d2ca76,Manuela Aparecida,37135,ALFENAS,MG
05e107217c7266362fd44b75b2cd4cc4,Milena Viana,5353,SAO PAULO - SP,SP
05f51e13da97139648b8125c31e5f51b,Eloah Ferreira,31910,BELO HORIZONTE,MG
05feb94f19d094d4b0f9281f0b1d4c99,Dra. Ayla Porto,8752,MOGI DAS CRUZES,SP
05ff92fedb5be47920fea08e501238b9,Isaque Ribeiro,98803,SANTO ANGELO,RS
062c325cd6a2b87845fab56b4ec2eeae,Hadassa Peixoto,8150,SAO PAULO,SP
062ce95fa2ad4dfaedfc79260130565f,Maria Julia Brito,95913,LAJEADO,RS
06532f10282704ef4c69168b914b77be,João Guilherme Macedo,87140,PAINCANDU,PR
06579cb253ecd5a3a12a9e6eb6bf8f47,Dr. Raul Nogueira,4007,SAO PAULO - SP,SP
066a6914e1ebf3ea95a216c73a986b91,Ryan Barros,85863,FOZ DO IGUACU,PR
0691148aee60ca47977c187804f935ae,Lunna Cavalcanti,86010,LONDRINA,PR
0692610d8abe24f287e9fae90ea0bbee,Rhavi Casa Grande,2310,SAO PAULO,SP
06a2c3af7b3aee5d69171b0e14f0ee87,Sr. Daniel Vargas,65072,SAO LUIS,MA
06bb3a2fe5e7b7a845b13e8fb91bd944,Gael Jesus,31844,BELO HORIZONTE,MG
06df0c10d34e459d9672bc77388742eb,Sr. Ryan Macedo,87045,MARINGA,PR
06e5eefc71ec47ae763c5c6f8db7064f,Esther Pinto,91350,PORTO ALEGRE,RS
07017df32dc5f2f1d2801e579548d620,Mariane Novais,58030,JOAO PESSOA,PB
070d165398b553f3b4b851c216b8a358,João Felipe Pacheco,3916,SAO PAULO,SP
0725b8c0f3f906e58f70cbe76b7c748c,Isis Sá,7023,GUARULHOS,SP
0743a0239d764b9a0f959a57d07e36ab,Rhavi Sá,3138,SAO PAULO,SP
0747d5bb69f0586cc869d8af4c50f93e,Nathan Cardoso,28990,SAQUAREMA,RJ
0761743cbffb25d7148189e9f1a5f03a,Otto Marques,14096,RIBEIRAO PRETO,SP
077c5fae4bea9500e3737b16f71b9d3a,Aurora Monteiro,18052,SOROCABA,SP
0791d9fc1e30678ecf03d3e55fa108d3,Ryan da Rosa,30775,BELO HORIZONTE,MG
079d295dcbf06ee8bb1b65ba964eb2b6,João Pedro Cavalcanti,2124,SAO PAULO,SP
07a9bc7f61396b658ddf3ac534efe44c,Bruna Silva,2925,SAO PAULO,SP
07bf9669d84d1f11be443a9dd938f698,Maria Júlia Costela,4761,SAO PAULO,SP
07d75e33f2750d97d467fb57e4dfdd8a,Lucca Gomes,2117,SAO PAULO,SP
07de60b03d150fb3ea09eab5da5e4c8b,Asafe Oliveira,14940,IBITINGA,SP
07e8e8fc5222bb358e6f259da3197074,Luiz Otávio Lima,4216,SAO PAULO,SP
080102cd0a76b09e0dcf55fcacc60e05,Beatriz Nascimento,31140,BELO HORIZONTE,MG
080199a181c46c657dc5aa235411be3b,Sr. Otávio Vasconcelos,6097,OSASCO,SP
08061dc0fc165ed41288cc7acde738ee,Olívia Albuquerque,6036,OSASCO,SP
08084d990eb3f53af056ccbc1730c8a7,Théo Caldeira,3612,SAO PAULO,SP
081acf3de680d554796c9cf041be7bc2,Maria Clara Caldeira,33200,VESPASIANO,MG
082e0bf4cb865a6533b1e8e498cc0255,Marina Sousa,18608,BOTUCATU,SP
085f6f7e049c996695fb2074fe38d45e,Ana Laura Fogaça,12020,TAUBATE,SP
08633c14ef2db992c11f840f04fad4cd,Dr. Henry Gabriel da Costa,9416,RIBEIRAO PIRES,SP
0873d9f8f36123f8d910f4760e788cfb,Natália Gonçalves,6465,BARUERI,SP
0885aaf116795758dfeb5f1032487bcd,Antony da Rocha,8541,FERRAZ DE VASCONCELOS,SP
0887a9f087bcd5d9f6642b52f897fc6c,Giovanna Vieira,11990,CANANEIA,SP
08ad4ac1388e4420ca531c3edfc46198,Esther da Conceição,6663,ITAPEVI,SP
08cdbae123ff67ca4e36d9d641ce0119,Vitor Gabriel Fonseca,36504,UBA,MG
08d0949a9a17c027262db1f3c450c26c,Marcelo Pimenta,85804,CASCAVEL,PR
08d1c9478fb0d7d7fcac9c0da4e82fc7,Enzo Gabriel Abreu,31110,BELO HORIZONTE,MG
08d2d642cf72b622b14dde1d2f5eb2f5,Gael da Mota,17512,MARILIA,SP
08f5819815f3d06545011850bd70f0a8,Stephany Vieira,11075,SANTOS,SP
091065b789659bc3cd9af9cb3a6253ff,Allana Abreu,92120,CANOAS,RS
0936e1837d0c79253456bbb2ffaaef10,Bianca Cassiano,2050,SAO PAULO,SP
093805f8f2aeb63881444571e1f48f30,Augusto da Cruz,6236,OSASCO,SP
094ced053e257ae8cae57205592d6712,Antônio Barros,14095,RIBEIRAO PRETO,SP
0951a6e282947e09cd47969f4ed0b47f,Sophie da Rosa,6763,TABOAO DA SERRA,SP
09883d9ab71c8fe8a9bfc7fc3075b07e,Igor Correia,8180,SAO PAULO,SP
099095b050cfe8eb1ddff5317587e96e,Stella Teixeira,3322,SAO PAULO,SP
09bad886111255c5b5030314fc7f1a4a,Ana Sophia Barbosa,1022,SAO PAULO,SP
09f952a5f58d2285b0372551ae8f9b01,Nina Costa,9725,SAO BERNARDO DO CAMPO,SP
0a198e95d32b1be2da9424c962a6ebfa,Maria Sophia Siqueira,32260,CONTAGEM,MG
0a82f5fb06a4fe4ac2cf7cb412ec71b8,Ana Júlia Rocha,5524,SAO PAULO,SP
0a85ebe4e328db81ac9109781205e2f7,Vitor Hugo Rodrigues,13205,JUNDIAI,SP
0aa124728afc1131dff5655f4c6f487b,Sra. Lara Andrade,37135,ALFENAS,MG
0aa2205ca24f113f4658a5c536667426,Luiz Miguel Aparecida,4281,SAO PAULO,SP
0ac4201fda2c68ebc0e47cb9423cf3c9,Erick Garcia,3345,SAO PAULO,SP
0ad80de75c811326389cfb1daba7d45e,Bárbara Sá,20261,RIO DE JANEIRO,RJ
0adac9fbd9a2b63cccaac4f8756c1ca8,Noah Sousa,13290,LOUVEIRA,SP
0ade5cc4a305ed7093a23f68ca47519c,Vitor Hugo da Rocha,81030,CURITIBA,PR
0aea4c6ae1505b3228ddf3dd7822ee5b,Cauã Vargas,18080,SOROCABA,SP
0af2ab31141893d26aca5a404a537dab,Mariane Garcia,3431,SAO PAULO,SP
0af977692321d895349eded183341d28,João Vitor Freitas,11070,SANTOS,SP
0afccdb8a34ee5c79f7c06faf2b4d56e,Hadassa Nunes,38400,UBERLANDIA,MG
0b09101900100c0e9d312861fad5a1b9,Luiz Henrique Pacheco,3168,SAO PAULO,SP
0b0ddbc7b9d9584f442c7ac92b0ff6c9,Ravi Ribeiro,7052,GUARULHOS,SP
0b18d63d0cd1d723567903fd34a07df2,Eloá Rios,5141,SP,SP
0b1ca3ef18a63d7eb0c8897fa0849c08,Luan Costa,18131,SAO ROQUE,SP
0b35c634521043bf4b47e21547b99ab5,Sr. Bento Freitas,84530,TEIXEIRA SOARES,PR
0b36063d5818f81ccb94b54adfaebbf5,Calebe Araújo,89255,JARAGUA DO SUL,SC
0b3f27369a4d8df98f7eb91077e438ac,Maria Laura Novaes,7412,ARUJA,SP
0b46f784306be7200ca1700aa55d819f,Luiz Felipe Albuquerque,31210,BELO HORIZONTE,MG
0b64bcdb0784abc139af04077d49a20e,João Gabriel Moreira,92420,CANOAS,RS
0b90b6df587eb83608a64ea8b390cf07,Pedro Henrique Ribeiro,87025,MARINGA,PR
0bae85eb84b9fb3bd773911e89288d54,Bruna da Rosa,88301,ITAJAI,SP
0bb27263628258b8111a0262769fa9db,Mariah da Cunha,3077,SAO PAULO,SP
0bb738e4d789e63e2267697c42d35a2d,Gabrielly Costa,18130,SAO ROQUE,SP
0be8ff43f22e456b4e0371b2245e4d01,Mirella Nogueira,4461,SAO PAULO,SP
0bebbb2cea103a4a020c95d43fd7d754,Henry Gabriel Sampaio,2515,SAO PAULO,SP
0bf0150d5b9d60d9cd2906003332f085,Laís Montenegro,1547,SAO PAULO,SP
0bfd0b434243adc5c2e1aa6baf19c6aa,Sr. Ravi Lucca Mendes,22745,RIO DE JANEIRO,RJ
0c7533c71df861ec58ad7ff999ed0e8d,Gabriela Silveira,13270,VALINHOS,SP
0c7f30ae9b147eca07affbef92832a6a,Ísis Siqueira,84020,PONTA GROSSA,PR
0c8380b62e38e8a1e6adbeba7eb9688c,Pedro Barros,37410,TRES CORACOES,MG
0cab2da43793a6f3c5ed8514c5f54627,José Pedro Silveira,80060,CURITIBA,PR
0cbcee27c791afa0cdcb08587a2013a8,Sr. Luiz Fernando Viana,37410,TRES CORACOES,MG
0d33a55da925bbf1ff02af5f6059fc7f,Ravy Borges,5632,SAO PAULO,SP
0d4c8269e7f0401201794deef160edd6,Ana Lívia Castro,14076,RIBEIRAO PRETO,SP
0d83f8e03188682112cc0d93523705cc,Catarina das Neves,91150,PORTO ALEGRE,RS
0d85bbda9889ce1f7e63778d24f346eb,Luna Albuquerque,38414,UBERLANDIA,MG
0daf5180aa44356f60f8effa533b55a2,Luiz Felipe Pereira,74043,GOIANIA,GO
0db783cfcd3b73998abc6e10e59a102f,Yuri Nogueira,11010,SANTOS,SP
0dd184061fb0eaa7ca37932c68ab91c5,Valentim Cassiano,7031,GUARULHOS,SP
0ddefe3c7a032b91f4e25b9c3a08fca1,Maria Julia Vieira,9721,SAO BERNARDO DO CAMPO,SP
0df3984f9dfb3d49ac6366acbd3bbb85,Luan Sampaio,32604,BETIM,MG
0dfbed20065e425d2eaefb101f9816c0,Srta. Gabrielly Moreira,13660,PORTO FERREIRA,SP
0e44d110fa6a54e121cb2c095a77762f,Arthur Marques,7901,FRANCISCO MORATO,SP
0e72c1a751b496722a6cb1f10653b62a,Olívia Fonseca,6280,SAO PAULO,SP
0e982cff76cc0579f632cea8a0e38c9d,Olívia Pacheco,88316,ITAJAI,SC
0ea22c1cfbdc755f86b9b54b39c16043,Sra. Olívia Cunha,35700,SETE LAGOAS,MG
0eaa7e33d73809f1f925f7d07c506cbd,Stephany Fogaça,9111,SANTO ANDRE,SP
0ebd97a106433a45a4aebe57c1799778,Ísis Fonseca,32240,CONTAGEM,MG
0ec28cec4046a4a199b6de9b4c891d97,Vinícius da Mata,74110,GOIANIA,GO
0ed6ce5d87fd9c69eaacaeb778d67235,Davi Lucas Siqueira,13473,AMERICANA,SP
0ee4fb99ac55ffbbc98795aa01b7f8fa,Dra. Sarah Guerra,6539,SANTANA DE PARNAIBA,SP
0ef83d7d83ed97cd2a0049ac8be5f88a,Helena Freitas,80230,CURITIBA,PR
0f0c984a4a955310903b6b6008660bad,Daniel Novais,14403,FRANCA,SP
0f519b0d2e5eb2227c93dd25038bfc01,Noah Nascimento,14940,IBITINGA,SP
0f7eea709efdf942b5f95c7516dbacd7,Srta. Emanuelly Albuquerque,19865,PEDRINHAS PAULISTA,SP
0f80a40c312b2472dca482cf50f5186f,Stella da Cunha,18681,LENCOIS PAULISTA,SP
0f94588695d71662beec8d883ffacf09,Olívia Fernandes,88037,FLORIANOPOLIS,SC
0fe2d9733ed841eb064503920015a8c0,Alexandre Viana,19906,OURINHOS,SP
0ff83046c3fa22efee8ecf291888b191,Valentim Vasconcelos,95110,CAXIAS DO SUL,RS
0ffa40d54288e4f3499b8780dd0f144f,Dra. Kamilly Vieira,19013,PRESIDENTE PRUDENTE,SP
10076e5788b8ee532724bcd460baf762,Francisco Carvalho,14315,BATATAIS,SP
10089e9f2fd0c668a8fd4e52e1698888,João Pedro Barbosa,15061,SAO JOSE DO RIO PRETO,SP
101921376b577a4540dc30e9009133ca,Catarina Cunha,13505,RIO CLARO,SP
101a3a003516bc11253298b2fad3cb65,Ian Peixoto,13503,RIO CLARO,SP
1025f0e2d44d7041d6cf58b6550e0bfa,Srta. Stephany Gomes,3204,SAO PAULO,SP
10264f60a8f0a4d2f30810f5c661c673,Marcela Porto,13090,CAMPINAS,SP
1099a00e0ee3a50935e6c2447ca090c5,Henrique Pinto,20921,RIO DE JANEIRO,RJ
10cdd491d1dbea8fb4ead97b19c334ce,Ayla das Neves,37540,SANTA RITA DO SAPUCAI,MG
10ff823eda2b032e2c93d17a7d294736,Sr. Daniel Sousa,17280,PEDERNEIRAS,SP
112453736dbe3889cfb74e1aaa0ba0c1,Cauã Martins,3520,SAO PAULO,SP
1127b7f2594683f2510f1c2c834a486b,Luísa Jesus,13087,CAMPINAS,SP
11305281b50fff20ae8bb473f8e11876,Mirella Pinto,36500,UBA,MG
113e3a788b935f48aad63e1c41dac1bd,Daniel Câmara,12570,APARECIDA,SP
116ccb1a1604bc88e4d234a8c23f33de,Manuela Barros,9850,SAO BERNARDO DO CAMPO,SP
11742f81550ac064cc9a40f67151d9ad,Sofia Vieira,15810,CATANDUVA,SP
117cfc326c6d50da67ca858ff5c0c852,Isabela Silva,25530,SAO JOAO DE MERITI,RJ
11938fcc75f6902fea1d0a6f72b54a57,Sr. Theo Aragão,89900,SAO MIGUEL D'OESTE,SC
119c7f1a00ef43fad0e57604e76a747c,Ana Cecília Moreira,2614,SAO PAULO,SP
119d1aef1b4144adba89163f6cd9f5d4,Juan Cardoso,13920,PEDREIRA,SP
11bfa66332777660bd0640ee84d47006,Srta. Sophia Nascimento,14085,RIBEIRAO PRETO,SP
11d4c477d09821164bca4f70a2eae031,Anthony Gabriel Abreu,14075,RIBEIRAO PRETO,SP
11eac105f3f90a9b87b19c89d91e24f3,João Miguel Pacheco,7411,SAO PAULO,SP
11fb6f6d341adbe19e81733701704635,Julia Viana,4133,SAO PAULO,SP
120476eb7a04c149d14772edaf5d9bf2,Dr. José Cassiano,23954,ANGRA DOS REIS,RJ
1284de4ae8aa26997e748c851557cf0e,Fernanda Peixoto,85301,LARANJEIRAS DO SUL,SP
128639473a139ac0f3e5f5ade55873a5,Júlia Vasconcelos,87050,MARINGA,PR
128f9bfbe4c7d5185033914b1de3d39a,Enzo Gabriel Montenegro,12940,ATIBAIA,SP
12a8eb0f8d1cd3270695bf2a99f55966,Ana Vitória Lopes,4607,SAO PAULO,SP
12b9676b00f60f3b700e83af21824c0e,Milena Moreira,95780,MONTENEGRO,RS
12c2ed9cded6138cf0c75f525f565fc7,Diogo Teixeira,11709,PRAIA GRANDE,SP
13074f016982ff2bd6c58ced8682f000,Eduarda Rocha,95705,BENTO GONCALVES,RS
131fcb0a0c9a47bba4474aacff0f14b7,Pedro Henrique Costa,1201,SAO PAULO,SP
1336efc61c316ddf92c899eb817f7cae,Dr. Léo Albuquerque,19800,ASSIS,SP
134285d1f41da5c13a756ee8142c8a4e,Maitê Pastor,2523,SAO PAULO,SP
134a288e7de827ec5ec62e3ec9c3a295,Oliver Peixoto,3168,SAO PAULO,SP
134b867a0f7f8bbe6abf10f91874891e,Sr. Ian Garcia,13272,VALINHOS,SP
13511db12ac61e2f89c53b72a944a60b,Luiz Gustavo Peixoto,95020,CAXIAS DO SUL,RS
1352e06ae67b410cdae0b2a22361167b,Maria Clara Silveira,26051,RIO DE JANEIRO,RJ
1354d51653f645349064725ed204e85e,Sabrina Pereira,1230,SAO PAULO,SP
138dbe45fc62f1e244378131a6801526,João Miguel das Neves,2215,SAO PAULO,SP
139157dd4daa45c25b0807ffff348363,Nina da Mata,3064,SAO PAULO,SP
13c2ed7698b3ca92dad49e849219da59,Asafe Nogueira,84010,PONTA GROSSA,PR
13d058e4eeac2ce8217660b2f8a05812,Dr. Pedro Barbosa,6080,OSASCO,SP
13d95f0f6f73943d4ceffad0fc2cd32c,Maria Clara Nascimento,74473,GOIANIA,GO
13dd308f81fea30cc670c656b2b46cc3,Fernanda Azevedo,13454,SANTA BARBARA D'OESTE,SP
13e85aac53340018b40c2af68001b7e0,Sra. Maitê Silveira,13920,PEDREIRA,SP
13f57c12a00ed4610db646b913a7f5c6,Daniel Costela,11015,SANTOS,SP
13fa2a6c6b9d0f43cb588d7c82117a12,Dr. Gael Barros,3567,SAO PAULO,SP
141440cad9341e553f8401c574a2aa38,Clara Barbosa,85200,PITANGA,PR
1430239a858e7682bbc43b20758af153,Dom Novaes,4087,SAO PAULO,SP
1444c08e64d55fb3c25f0f09c07ffcf2,Valentina Albuquerque,42738,LAURO DE FREITAS,BA
1464afc72f696af775557a821c2e253f,Camila Monteiro,28630,NOVA FRIBURGO,RJ
14a08204d03bb6b6bde8029f801ae0eb,Maria Liz Melo,1026,SAO PAULO,SP
14d7985702e72162bbf13b6beb74ab2b,Benjamim Montenegro,9131,SANTO ANDRE,SP
14ee35374a7876217954b5fa08e50463,Gustavo Porto,15015,SAO JOSE DO RIO PRETO,SP
14f2b3587172b9db894c9bad8dab520b,Sr. Dom Silveira,95240,IPE,RS
152ee17e4c8aaf53dac99f3462e4999b,Matteo Sousa,89248,GARUVA,SC
154bdf805377afea75a3bd158e9eab10,Brayan Pires,14940,IBITINGA,SP
1554a68530182680ad5c8b042c3ab563,Sra. Maria Isis Fogaça,37580,MONTE SIAO,MG
157c3e4b42f81ac4a44e8b1ca2fe9876,Hellena Martins,3211,SAO PAULO,SP
1588ac4010787100dddef64568f0ae35,Ayla Pacheco,87045,MARINGA,PR
15aac934c58d886785ac1b17953ea898,Aylla Ribeiro,29480,MUQUI,ES
15ac3c501e2599e4917316fde5c5669a,Davi Miguel Aparecida,4911,SAO PAULO,SP
15aec03fe4cf30dfa574cf550f5ff5ff,Joaquim Correia,21862,RIO DE JANEIRO,RJ
15b3b1b81484422eb41df68ac87f1f50,Benjamin Cassiano,17047,BAURU,SP
15cd6eefe58588619aaed41dfa6621b1,Bella Vieira,35400,OURO PRETO,MG
15ead3a5037a918ddb520dfe39a3d2b9,Zoe Mendes,36401,CONSELHEIRO LAFAIETE,MG
15fa791d5e017f66402dc28c44480657,Dr. Antônio Porto,3307,SAO PAULO,SP
160851d3ece7aa1a510f8d1a4bb8a8af,Vitor Gabriel Rodrigues,17400,GARCA,SP
16090f2ca825584b5a147ab24aa30c86,Valentina Nascimento,12940,ATIBAIA,SP
160e4f13fd3a64b1b86807be88b5ffb0,Sara Lopes,83409,COLOMBO,PR
164a5a8794e6d42e14f55e447b12a3bc,Thomas Montenegro,85980,GUAIRA,PR
165b1235e9e9942cb5fae67103576fb0,Luan Freitas,14020,RIBEIRAO PRETO,SP
165fc07beebdcb6190fba8a06db2a449,Sr. Gustavo Rios,87015,MARINGA,PR
1660ad786c27fd935378b6192a90b417,Pedro Lucas Montenegro,9891,SAO BERNARDO DO CAMPO,SP
166e8f1381e09651983c38b1f6f91c11,Ana Cunha,88780,IMBITUBA,SC
167fd940acebc789debd6eb418c46e38,Sr. Davi Luiz Rios,14405,FRANCA,SP
1690cada046eb7e92c12f98b1f8a8167,Gabriel Aparecida,1303,SAO PAULO,SP
16bdc8cefd0e32a6f0824d296c5ad14a,Emanuel Vasconcelos,12903,SP,SP
1703bc09972dab9782e7a9194943b69f,Danilo Santos,37165,MINAS GERAIS,MG
1710c3aaa9c6b44ec3883ee0fe300e21,Murilo Duarte,9551,SAO CAETANO DO SUL,SP
17306570e772e7718c92a562d33f5f1d,Alícia Carvalho,17250,BARIRI,SP
173d56ffbd4c56cb80fc3615487d712b,Dr. Benício Sousa,11370,SAO VICENTE,SP
1746c1ae87ac63d530c7c943d0ac42e2,Luiz Felipe Rodrigues,6501,SANTANA DE PARNAIBA,SP
1771297ac436903d1dd6b0e9279aa505,Liam Moraes,7025,GUARULHOS,SP
1782ce2db72c3dda627d5e7c898104e1,Kamilly Teixeira,6766,TABOAO DA SERRA,SP
17908cf9b444ee34047cadd5c0f4a516,Sra. Emanuella Monteiro,75124,ANAPOLIS,GO
17998cf586426bf0f2c3726cb0a4b211,Manuela Pereira,30710,BELO HORIZONTE,MG
179d859f51292aac5c10806a356f7af9,João Guilherme Albuquerque,9411,RIBEIRAO PIRES,SP
17a053fcb14bd219540cbde0df490be0,Francisco Macedo,13843,MOGI GUACU,SP
17adeba047385fb0c67d8e90b4296d21,Ravi Novaes,7052,GUARULHOS,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,André Farias,32677,BETIM,MG
17e34d8224d27a541263c4c64b11a56b,Arthur Camargo,14085,RIBERAO PRETO,SP
17eea220a40cc0d2c0c5346379682398,Pietro das Neves,3565,SAO PAULO,SP
17f51e7198701186712e53a39c564617,Marina Caldeira,3908,SAO PAULO,SP
180c3376aff0e43dd5788709df48a843,Julia Sales,9911,SAO PAULO,SP
1835b56ce799e6a4dc4eddc053f04066,Ana Beatriz Monteiro,14940,IBITINGA,SP
1838dd9b8977065acf51d95e0053ea7a,Juan Abreu,30882,BELO HORIZONTE,MG
184725737946a1a938bbbd1a9e978103,Juan Leão,9370,MAUA,SP
184a67a8f9f63234d3a92340bbdb727f,Sr. Luiz Miguel Andrade,89220,JOINVILLE,SC
186cdd1b2df32caa72cfb410bba768d3,Luna Marques,89295,RIO NEGRINHO,SC
189ca3538ce9f920cacf0f982cbe223b,Sofia Vasconcelos,3589,SAO PAULO,SP
18a349e75d307f4b4cc646a691ed4216,Gael Henrique Cavalcante,1319,SAO PAULO,SP
18e694e0e48ed6f7aa3f24aade5fd697,Dr. João Pastor,13224,VARZEA PAULISTA,SP
1900267e848ceeba8fa32d80c1a5f5a8,Sophia Marques,14940,IBITINGA,SP
